,Voltage at scale: 5^2,mse,predicted
0,1.310835239585957,0.009660893568888686,1.212545394897461
1,1.068360912898168,0.031205159155554944,1.2450107336044312
2,1.4737325835609663,0.042335409517602646,1.2679768800735474
3,1.1344134311741765,0.023476072437617616,1.2876324653625488
4,0.8077734641968576,0.24293668107418623,1.3006595373153687
5,0.49175986213415224,0.6546135956424094,1.3008418083190918
6,0.49115609140037364,0.6255769322704835,1.2820903062820435
7,0.8564373853398755,0.15131868007483557,1.2454344034194946
8,1.2564958735453584,0.0029764538937180765,1.2019389867782593
9,1.5040418743969237,0.1144876749037715,1.1656816005706787
10,1.3458539421454425,0.03978721125445005,1.1463866233825684
11,0.9451916832061725,0.03885592198497995,1.1423107385635376
12,0.6384761504437367,0.25412180544231766,1.1425811052322388
13,1.2205111378118114,0.007120482357404064,1.1361281871795654
14,0.8305959979338986,0.09020506369180407,1.1309375762939453
15,0.9806934023526845,0.02011731141024228,1.1225289106369019
16,1.6324035323994823,0.2700710845860538,1.1127198934555054
17,1.5006607582877394,0.14867114301496595,1.115081787109375
18,0.913312588462358,0.04704176463467024,1.1302037239074707
19,0.395156544728656,0.5618962444325792,1.1447539329528809
20,0.06151283723947269,1.1701250897032838,1.1432360410690308
21,0.626038473327779,0.23949729648290802,1.1154230833053589
22,1.0134177761237908,0.0035844822030527425,1.0732883214950562
23,1.4445100800457964,0.1696653593110658,1.032605528831482
24,0.9918027838543328,0.0002901396291075345,1.008836269378662
25,0.7603170845214056,0.05588039989031617,0.9967074394226074
26,0.5259332856663461,0.21316953394548316,0.987636148929596
27,1.3628802768381676,0.1520540021862941,0.9729392528533936
28,1.4505477873836512,0.23358194668154247,0.9672446250915527
29,1.3794235949438494,0.16230541823949454,0.9765521287918091
30,1.032859193751656,0.001149420833786092,0.9989560842514038
31,0.7327851390608536,0.08489265670426287,1.0241485834121704
32,1.3227899001148713,0.07934777528668513,1.0411025285720825
33,1.3799066115308756,0.10359134798931267,1.058050513267517
34,1.1793339737677273,0.010063725751464967,1.079015851020813
35,0.962218017898889,0.01916706432677862,1.100663185119629
36,0.7123776882589443,0.16372074555402982,1.1170018911361694
37,0.821660191073903,0.08987825802757492,1.1214572191238403
38,0.4139941916227341,0.4921255817733346,1.1155108213424683
39,0.39914143157163606,0.48228682518660226,1.093610167503357
40,0.07069015239296425,0.9713074884620907,1.0562394857406616
41,-0.35665877297956594,1.8404709507930077,0.9999808073043823
42,0.42389603165679945,0.2444732734195791,0.918338418006897
43,0.8636826341452961,0.0010873129312991862,0.8307082056999207
44,1.4693854342777122,0.507591650802912,0.7569307684898376
45,1.2462317710710362,0.28002203816661914,0.7170606851577759
46,0.9442256500321284,0.05518147239203716,0.7093182802200317
47,1.5337473944991198,0.6604715906340842,0.7210533618927002
48,1.5091135485607172,0.5679099051384735,0.7555155754089355
49,1.83213089113533,1.0477779972033627,0.8085206151008606
50,1.5117701397893706,0.3991118257426002,0.8800171613693237
51,1.678410862313838,0.5177828940658081,0.9588395357131958
52,1.051093069911947,0.0001119597652510969,1.040511965751648
53,1.0772967197581893,0.0010385906566558066,1.109523892402649
54,1.015349842471896,0.02125590690840186,1.1611438989639282
55,1.292359855132153,0.009557831095910668,1.1945956945419312
56,1.4772344538169113,0.06750628537790335,1.2174147367477417
57,1.149266191225266,0.007783787210006884,1.2374919652938843
58,1.0299610942294894,0.04938658455382976,1.2521920204162598
59,0.9372219095202297,0.10356258541738127,1.2590333223342896
60,0.7376153049311169,0.26938473372588284,1.2566381692886353
61,0.9860065848099998,0.06575325902239997,1.242430567741394
62,1.1344134311741765,0.0077385440967442515,1.2223824262619019
63,1.200948966037211,4.561390571283308e-06,1.2030847072601318
64,1.5231210295845063,0.11185746498460142,1.188670039176941
65,2.097910768147169,0.8312677831921663,1.1861718893051147
66,2.088854207140413,0.7787682835894688,1.2063757181167603
67,2.0061376166119533,0.5742731109488224,1.248329520225525
68,1.7244181922282027,0.1759486648438817,1.3049558401107788
69,1.4913626889874614,0.01602871337187061,1.3647581338882446
70,1.170881183494741,0.06087748620832345,1.4176148176193237
71,1.1959980460201785,0.06690949000760521,1.4546667337417603
72,1.5186531261545,0.001898346070972267,1.4750831127166748
73,2.3293964674800964,0.7104715996226675,1.486501693725586
74,1.7530369250095768,0.06105402320112949,1.5059458017349243
75,1.2510619369413079,0.07732183767977578,1.529129981994629
76,0.8692373248961074,0.4573881771432235,1.5455421209335327
77,1.2275148783237104,0.10139230702916908,1.5459364652633667
78,1.0289950610554284,0.2563719895623593,1.5353269577026367
79,1.1299455277441701,0.14794478644254583,1.5145814418792725
80,1.0675156338708762,0.1767373638170683,1.4879170656204224
81,1.1881490264809877,0.07254113902419743,1.4574836492538452
82,1.9170210563053993,0.23969353308741545,1.4274359941482544
83,1.9061531830972813,0.24398011586870025,1.4122097492218018
84,1.9751038008954478,0.3140793749339194,1.4146759510040283
85,1.9821075414073466,0.3009056979165279,1.4335588216781616
86,1.1100210935292871,0.12585817625813453,1.4647860527038574
87,0.9677727086497089,0.27293741914859115,1.4902068376541138
88,0.6527251397610647,0.7194576720167397,1.5009336471557617
89,1.1187153920957866,0.13828024448933218,1.490575909614563
90,1.3801481198243888,0.0077796230445697475,1.4683502912521362
91,1.1600133102866317,0.08111772890991026,1.4448250532150269
92,1.5300040159496529,0.011859457099323487,1.4211028814315796
93,1.2487676081529286,0.024240477540816888,1.404461145401001
94,1.2174922841428928,0.030455217280043967,1.392006516456604
95,1.0893721344338645,0.08537150087926108,1.3815561532974243
96,0.48656743382359785,0.7801763684083757,1.3698433637619019
97,0.5359558798471638,0.6549199438722018,1.3452271223068237
98,0.15183693901358383,1.3330950053106694,1.3064342737197876
99,0.3591718089951263,0.7909521086190953,1.248526692390442
100,0.09158061978191706,1.1790878484739717,1.177438735961914
101,0.19108203670957125,0.8140393873226816,1.0933233499526978
102,-0.7908906847172256,3.212852436284968,1.0015524625778198
103,0.1955499401395776,0.4770187619385922,0.8862153887748718
104,0.4152017330902999,0.12394280954208124,0.7672568559646606
105,0.898822090851534,0.05705707663092135,0.6599558591842651
106,0.8711693912442212,0.08404757858510609,0.5812597870826721
107,1.3450086631181508,0.6576659606919356,0.5340425968170166
108,1.9858509199568135,2.1336985428972266,0.525132417678833
109,1.8664250688142763,1.6969947163377073,0.5637375712394714
110,1.424585645830922,0.6136738231411129,0.6412122845649719
111,1.2926013634256575,0.30945185223243504,0.7363173961639404
112,1.2481638374191242,0.17270281666376333,0.8325885534286499
113,1.2302922236991245,0.09604802703860696,0.9203760623931885
114,1.292722117572427,0.08844853818490732,0.995319128036499
115,1.2494921330334767,0.03674694983230678,1.0577971935272217
116,1.175590595218269,0.0045321522336397805,1.1082693338394165
117,1.402125374534138,0.06518475594037212,1.1468123197555542
118,1.1173870964814598,0.003813653174006145,1.179141879081726
119,1.7385464273987612,0.2869494781631234,1.2028697729110718
120,2.2170951109962016,0.9754742082939721,1.2294341325759888
121,2.066997706577416,0.6347380137904889,1.2702932357788086
122,1.5407511350110186,0.047189441642722665,1.3235198259353638
123,2.227359213470541,0.7243842065928331,1.3762515783309937
124,2.0327035288984696,0.3595146887237001,1.4331080913543701
125,1.6706825969213912,0.03240450446505926,1.490670084953308
126,1.1319983482390448,0.16712754241190753,1.5408107042312622
127,0.6820683974229697,0.7932310639443998,1.5727035999298096
128,1.1932207006447642,0.14787971821279464,1.5777720212936401
129,1.1828358440236726,0.1464685507910694,1.5655479431152344
130,1.5714226882872502,0.0008112895242075869,1.54293954372406
131,0.9899914716529626,0.28232025056866955,1.521329641342163
132,1.1625491473685154,0.11113251063201336,1.4959145784378052
133,1.2948956922140369,0.030264959616311673,1.4688639640808105
134,1.8601458531828996,0.17312835667745685,1.444058895111084
135,1.5139437144309977,0.006635058596200398,1.4324878454208374
136,1.4761476664960977,0.0020825749667030716,1.4305124282836914
137,1.6663354476381544,0.05380601427340222,1.434374213218689
138,1.65957321541976,0.0462562447310895,1.4445005655288696
139,1.504887153424224,0.0020590780695165546,1.459510087966919
140,0.8633203717050221,0.3743404404051466,1.4751540422439575
141,0.8959239913293675,0.33989183208280643,1.478926420211792
142,1.1018098115498225,0.13440296390234618,1.4684199094772339
143,1.2258243202691181,0.04974461734636806,1.4488593339920044
144,1.4497025083563422,0.000543776368484914,1.4263834953308105
145,1.2392280305591372,0.028550004244183268,1.4081954956054688
146,0.9096899640596606,0.2337045331496217,1.3931199312210083
147,1.627090349942167,0.06369940951769323,1.3747029304504395
148,1.5345926735264288,0.02916999849105885,1.3638004064559937
149,1.2230469748937212,0.01926592221468962,1.3618487119674683
150,1.3044352698078368,0.0033713827626659833,1.3624988794326782
151,0.8520902360566214,0.2622119649873863,1.3641566038131714
152,0.9002711406126129,0.20958417615410094,1.3580747842788696
153,-0.0680563622306516,1.991259864235547,1.3430637121200562
154,0.1563048424435902,1.3138737661732767,1.3025481700897217
155,-0.22890088571079464,2.1538136152589233,1.2386868000030518
156,0.6049064976453216,0.2963172793778846,1.1492568254470825
157,1.3418690553024626,0.08195615608667688,1.055589199066162
158,1.9511944798375933,0.9363961460979546,0.9835188388824463
159,1.5739585253691513,0.385451658562507,0.9531109929084778
160,1.5415964140383105,0.34035599179794107,0.9581960439682007
161,1.001704623888381,0.0001597045622512955,0.9890671968460083
162,1.0589420894511377,0.0010782087739503866,1.0261059999465942
163,1.1572359649112174,0.009338547610239056,1.0605998039245605
164,1.470230713305021,0.14405910353487567,1.0906795263290405
165,1.4661250723152888,0.11864534959256642,1.121675729751587
166,1.5446152677072464,0.15196147458062784,1.1547929048538208
167,1.4797702908988037,0.08348174290256576,1.1908382177352905
168,1.0894928885806254,0.01909329682059856,1.2276713848114014
169,1.151319011720132,0.011089965592267336,1.2566279172897339
170,1.2149564470610088,0.003759984302446911,1.2762751579284668
171,1.3850990398414214,0.009325212602949757,1.2885318994522095
172,1.1219757540582271,0.031097985181201607,1.2983219623565674
173,1.119439916976326,0.033771538417805474,1.3032102584838867
174,1.1788509571806924,0.015414902225798895,1.30300772190094
175,0.8483468575071546,0.20367233278639088,1.299647569656372
176,0.9095692099128911,0.14363070062308636,1.28855562210083
177,1.0765721948776499,0.03764233332323173,1.2705885171890259
178,1.7140333356071196,0.2146693872818686,1.250709056854248
179,1.6384412397373285,0.1561940086560317,1.2432273626327515
180,1.42192905460226,0.02947378587372851,1.2502497434616089
181,1.3540652241249074,0.0077592577976032424,1.2659785747528076
182,1.43146863219606,0.021451568424899193,1.2850050926208496
183,1.5266228998404687,0.048880299348776246,1.3055340051651
184,1.186458468426387,0.019970699453551122,1.3277761936187744
185,1.036602572301123,0.095236604366378,1.3452068567276
186,1.1758321035117736,0.03145550801860035,1.3531891107559204
187,1.2276356324704627,0.015938976785564888,1.353885293006897
188,0.7879697841287355,0.3162881586773124,1.3503648042678833
189,0.6340082470137389,0.49400536404378886,1.336863398551941
190,1.1990168996890973,0.012365732524363543,1.3102182149887085
191,1.099998499348478,0.03323513940547647,1.2823035717010498
192,0.962218017898889,0.08674065475472234,1.2567356824874878
193,0.49477161261796393,0.5442170790955801,1.2324823141098022
194,1.004560104299922,0.03837553798535444,1.2004568576812744
195,1.4563333316503106,0.08277677169882962,1.1686238050460815
196,1.5124946646699102,0.13195255339650136,1.1492419242858887
197,1.7003881170235873,0.3069790772049763,1.1463311910629272
198,1.3808726447049369,0.047937463000827386,1.1619263887405396
199,1.1895980762420582,5.3621570960475e-06,1.1872824430465698
200,1.2171300217026357,1.5829942178281645e-05,1.2131513357162476
201,0.8938711708345098,0.11686896173160066,1.2357321977615356
202,1.568524588765101,0.10287145460566832,1.2477887868881226
203,1.079711802693321,0.032624297412427936,1.260333776473999
204,0.8503996780020379,0.17489259524678508,1.2686012983322144
205,1.2430921632553393,0.0005785350320584858,1.2671449184417725
206,1.2910315595178177,0.0007998381937061516,1.2627501487731934
207,1.4966758714447765,0.05621201392434769,1.2595851421356201
208,1.6098225069559458,0.12039377664369823,1.262844443321228
209,1.7049767746003546,0.18461729355354087,1.2753056287765503
210,1.2374770954311476,0.0036256553843385594,1.297690510749817
211,1.1469718624368952,0.029918667633461397,1.3199419975280762
212,0.14555772338223305,1.4174044948853637,1.3361057043075562
213,-0.0521168148587572,1.9010236349782106,1.3266593217849731
214,0.2107649626309411,1.1523422733420436,1.284237027168274
215,0.4602430298306203,0.5723881508509454,1.216806411743164
216,0.06501470749539208,1.1504035464635116,1.1375833749771118
217,-0.2862591054203035,1.7776527707994085,1.047027349472046
218,0.4993673733798383,0.1951584157907221,0.9411347508430481
219,1.0475911996559846,0.0435230762118206,0.838969349861145
220,0.8988220908515512,0.01897369727251684,0.7610770463943481
221,1.3299143947735397,0.3843555920585378,0.7099502086639404
222,1.5761321000107784,0.781492435110195,0.6921114921569824
223,1.449098737622555,0.5468821386806484,0.7095839381217957
224,1.716206910248721,0.9264702334320577,0.7536736726760864
225,1.436661060506606,0.3800057617868755,0.8202149868011475
226,1.4347289941585006,0.289760528420227,0.8964349031448364
227,1.6750297462046624,0.4918059962641377,0.9737409353256226
228,1.4277252536465932,0.14167663992559126,1.0513256788253784
229,1.5444945135604855,0.17793969602636367,1.122665524482727
230,1.3953631423157522,0.04343421259273636,1.186954379081726
231,1.5533095662737373,0.09737207240991985,1.2412645816802979
232,1.171605708375289,0.013541135384161043,1.287972092628479
233,1.1507152409863535,0.029315490823801357,1.3219329118728638
234,1.0078630853729882,0.1119657297653911,1.3424758911132812
235,2.0487638304171334,0.4897662204613315,1.348930835723877
236,2.264551490671654,0.8155783848197444,1.3614577054977417
237,2.287011761968421,0.8051742894560051,1.389696717262268
238,2.272279756064092,0.7031832765509731,1.433719515800476
239,2.1185597272426175,0.3964324089337304,1.4889309406280518
240,1.941292639803528,0.154920008429066,1.5476938486099243
241,1.5065777114788248,0.009201375424659134,1.6025015115737915
242,1.049885528444364,0.35297249371405776,1.6440004110336304
243,0.5458577198812291,1.2495246891023077,1.6636791229248047
244,2.0027565005027776,0.1216176792590609,1.6540192365646362
245,1.178971711327462,0.21248299257366077,1.6399304866790771
246,0.001498026301301921,2.6181126023027783,1.6195563077926636
247,-0.204387793919153,3.1645502334386837,1.5745304822921753
248,-0.019633949381155476,2.3036152573775044,1.498132586479187
249,1.037206343034893,0.1292036535466306,1.3966554403305054
250,1.0740363577957488,0.05011624739065891,1.2979029417037964
251,0.6872608257335154,0.27843066659266114,1.2149261236190796
252,0.4027640559743506,0.5500404955052017,1.1444112062454224
253,-0.06419222953443243,1.3055786057346765,1.0784269571304321
254,1.103138107164149,0.009761456028804056,1.004338026046753
255,1.2959824795348505,0.12435238600773714,0.9433461427688599
256,1.2534770198764396,0.12036688361322724,0.9065377116203308
257,1.1107456184098266,0.04699264523456172,0.8939677476882935
258,0.5789443560926094,0.10222804336034706,0.8986755609512329
259,0.47666559378954965,0.18243444122978014,0.9037890434265137
260,-0.07747518567769922,0.9554879885172625,0.9000154733657837
261,-0.8314640780275396,2.9063724261331294,0.8733445405960083
262,-1.4759289592689253,5.2071290222220865,0.8059844970703125
263,-0.8390715892732171,2.3211771515912596,0.6844694018363953
264,-1.453347933825389,3.9258237094352273,0.5280212163925171
265,-1.4708572851051318,3.280378023633125,0.3403241038322449
266,-0.6802798862879488,0.6621125820895519,0.1334231197834015
267,-0.9490786169687239,0.788727888435581,-0.060975082218647
268,-1.2328508618473577,1.0011521562684316,-0.23227494955062866
269,-2.0697978530191534,2.8527892224524383,-0.38077765703201294
270,-1.906175984163622,1.9171292003999023,-0.5215716361999512
271,-2.3286947436658805,2.8095567727824857,-0.6525214910507202
272,-1.6967882936872134,0.8472289971659864,-0.7763378620147705
273,-1.8664478698806084,0.9734248128897652,-0.8798249363899231
274,-1.3842765618804618,0.17845836138281745,-0.9618332386016846
275,-1.4661478733816122,0.20237032843147548,-1.0162919759750366
276,-1.4069783414707333,0.1296429095474232,-1.0469187498092651
277,-1.6384640408036606,0.33637551338668437,-1.0584851503372192
278,-0.7913737013042604,0.07221777412913036,-1.0601073503494263
279,-0.7219400669190678,0.10388177923163076,-1.044247031211853
280,-0.07783744811796467,0.8722743414040468,-1.0117937326431274
281,0.09653153979894116,1.1107810383028542,-0.9574044346809387
282,-0.22636504862890217,0.43060583583523204,-0.8825706839561462
283,-0.3191042333381793,0.2312706675782697,-0.8000103235244751
284,-0.28468930151247224,0.18990633349278868,-0.7204717397689819
285,-0.2127198300453871,0.19068311223624254,-0.6493926048278809
286,-0.6176084841211418,0.0008739360972804945,-0.5880460739135742
287,-0.35231162369631186,0.036883121389211695,-0.544361412525177
288,-0.7204910171579803,0.042535291465005474,-0.5142501592636108
289,-0.41353397610204845,0.0076872583395833465,-0.5012109875679016
290,-0.48043177340534865,0.0002981846441657831,-0.4976997971534729
291,-0.19484821632537025,0.09325411092093415,-0.5002235770225525
292,-0.3787567818360674,0.014856617063927423,-0.5006445050239563
293,-0.3969906579963497,0.010565930507719723,-0.49978137016296387
294,-0.07940725202580451,0.17570887310029074,-0.49858367443084717
295,0.7373737966376123,1.5096856973377002,-0.49131888151168823
296,0.5834122595226158,1.0909205317440758,-0.4610591530799866
297,0.5518954272190754,0.9239969688093383,-0.40935218334198
298,1.0698099626592557,1.995228019318093,-0.34271544218063354
299,0.026735642973483065,0.08076055619947392,-0.25744837522506714
300,-0.2346970847551191,0.003161315746612671,-0.17847150564193726
301,-0.46256015968533176,0.1158330710866696,-0.1222175806760788
302,-0.5140014262037553,0.17372036796579476,-0.09720367193222046
303,-1.0780440457050524,0.9515521046966328,-0.10256872326135635
304,-0.06902239540471283,0.005566363288429876,-0.14363045990467072
305,-0.9491993711154761,0.5718518841988542,-0.1929904818534851
306,-1.2964882971882088,1.0843315944752057,-0.2551758587360382
